City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Weather Description
698,Katsuura,JP,35.1333,140.3,58.51,63,95,12.59,overcast clouds
699,Galle,LK,6.0367,80.217,80.46,75,77,6.87,broken clouds
700,Southbridge,US,42.0751,-72.0334,48.31,51,90,3.47,overcast clouds
701,San Juan Del Sur,NI,11.2529,-85.8705,75.42,100,75,0.0,broken clouds
702,Emerald,AU,-23.5333,148.1667,70.34,89,95,6.42,overcast clouds
703,Chumikan,RU,54.7183,135.315,-1.53,85,1,14.09,clear sky
704,Buraydah,SA,26.326,43.975,83.55,21,34,1.03,scattered clouds
705,Luchegorsk,RU,46.4764,134.2569,16.03,88,98,2.21,overcast clouds
706,Bolivar,US,37.6145,-93.4105,46.35,95,100,17.6,overcast clouds
707,San Jose,US,37.3394,-121.895,56.86,63,0,3.44,clear sky
708,Aksarka,RU,66.5606,67.7975,2.08,88,94,8.41,overcast clouds
709,Sai Buri,TH,6.7013,101.6168,79.97,78,20,3.85,few clouds
710,Boden,SE,65.8252,21.6886,33.8,94,100,8.1,overcast clouds
711,Bubaque,GW,11.2833,-15.8333,81.12,53,98,6.11,overcast clouds
712,Gorno-Altaysk,RU,51.9561,85.955,-18.72,99,31,2.17,scattered clouds
713,Arman,RU,59.7,150.1667,6.82,97,100,15.14,snow
714,Chulman,RU,56.8479,124.9104,-32.24,99,98,1.92,overcast clouds
715,Snina,SK,48.9886,22.151,45.36,59,80,3.83,broken clouds
716,Balma,FR,43.6111,1.4994,56.68,71,0,19.57,clear sky
717,Manggar,ID,-2.8833,108.2667,80.76,77,99,0.56,overcast clouds
718,Shetpe,KZ,44.1667,52.1167,43.74,56,100,15.48,overcast clouds
719,Oskemen,KZ,49.9565,82.6119,-29.07,67,20,2.24,few clouds
720,Cabedelo,BR,-6.9811,-34.8339,83.07,65,88,10.13,overcast clouds
