City_ID,City,Country,Max Temp,Weather Description,Lat,Lng,Hotel Name
530,Sambava,MG,80.11,clear sky,-14.2667,50.1667,Melrose
531,Chiredzi,ZW,72.72,overcast clouds,-21.05,31.6667,Clevers Hotel Chiredzi
532,Richards Bay,ZA,75.11,light rain,-28.783,32.0377,BON Hotel Waterfront Richards Bay
534,Dhidhdhoo,MV,81.09,broken clouds,6.8833,73.1,Dhidhoo beach
535,Methoni,GR,62.46,overcast clouds,36.8197,21.7049,Methoni Beach Hotel
536,Naftalan,AZ,60.22,overcast clouds,40.5067,46.825,Gashalti Health Hotel - Naftalan
540,Lagos,NG,93.16,scattered clouds,6.5833,3.75,
545,Sakakah,SA,68.54,broken clouds,29.9697,40.2064,Fakhamat Al Orjoana Apartment
547,Itoman,JP,75.22,few clouds,26.1247,127.6694,Southern Beach Hotel & Resort Okinawa
548,Progreso,MX,74.1,overcast clouds,21.2833,-89.6667,Playa Linda Hotel
550,Constantine,DZ,54.81,broken clouds,36.365,6.6147,Grand Hotel Cirta
551,Balikpapan,ID,77.99,few clouds,-1.2675,116.8289,Swiss-Belhotel Balikpapan
552,Beidao,CN,51.85,moderate rain,34.5686,105.8933,Shell Tianshui Maiji District Erma Road Walking Street Hotel
553,La Palma,US,61.5,mist,33.8464,-118.0467,La Quinta Inn & Suites by Wyndham Buena Park
554,Vanimo,PG,79.57,overcast clouds,-2.6741,141.3028,Vahmoneh Lodge Vanimo
556,Kaihua,CN,64.99,scattered clouds,23.3687,104.28,Zhongyu Hotel
557,Farah,AF,67.42,clear sky,32.5,62.5,
559,Goianesia,BR,74.07,overcast clouds,-15.3175,-49.1175,Kamur Plaza Hotel - Goianésia
560,Zorgo,BF,92.59,clear sky,12.2489,-0.6158,Hôtel Pang Ya Wendé
561,Pizarro,CO,74.8,moderate rain,4.9533,-77.366,Hotel Limonar
562,Coronel Vivida,BR,73.74,scattered clouds,-25.9797,-52.5678,Stedile Palace Hotel
563,Sibolga,ID,77.65,overcast clouds,1.7427,98.7792,Hotel Syariah CN Darussalam
564,Umm Kaddadah,SD,87.46,few clouds,13.6017,26.6876,
567,Mange,SL,88.75,overcast clouds,8.9167,-12.85,Ferry Manage Burah
569,Waipawa,NZ,51.13,overcast clouds,-41.4122,175.5153,Tora Coastal Walk
570,Lubango,AO,76.64,light rain,-14.9172,13.4925,Hotel Serra da Chela
571,Bonthe,SL,85.15,light rain,7.5264,-12.505,Bonthe Holiday Village
572,Andros Town,BS,73.36,broken clouds,24.7,-77.7667,CBH
573,Bo Phloi,TH,79.16,broken clouds,14.3236,99.5161,แอท เมืองพลอย รีสอร์ท At MuangPloy Resort
574,Laguna,US,52.09,clear sky,38.421,-121.4238,"Holiday Inn Express & Suites Elk Grove Central - Hwy 99, an IHG Hotel"
575,Obidos,BR,82.06,broken clouds,-1.9175,-55.5181,Hotel Amazônia Center
576,Rio Grande,BR,80.71,clear sky,-32.035,-52.0986,Hotel Atlântico Rio Grande
578,Bindura,ZW,83.64,overcast clouds,-17.3019,31.3306,Mayfair Lodges and Restaurant
580,Khambhat,IN,80.02,clear sky,22.3,72.6167,Anand
581,Tezu,IN,64.69,clear sky,27.9167,96.1667,Circuit House
582,Mukono,UG,69.55,light rain,0.3533,32.7553,Vegas Motel
583,Lokoja,NG,96.89,broken clouds,7.8024,6.743,Hotel Charvid
584,Labelle,US,71.65,overcast clouds,26.7617,-81.4384,Port LaBelle Inn
586,Aswan,EG,80.38,scattered clouds,24.0934,32.907,Nuba Nile
588,Yakuplu,TR,52.95,scattered clouds,40.9889,28.6758,Grand Plaza Hotel
589,Labuan,MY,83.48,moderate rain,5.2767,115.2417,Tiara Labuan Hotel
590,Porto Nacional,BR,80.6,overcast clouds,-10.7081,-48.4172,Vila Real Hotel
593,Ajdabiya,LY,68.2,light rain,30.7554,20.2263,Almadina Hotel
594,Pisco,PE,68.05,overcast clouds,-13.7,-76.2167,Hotel San Isidro Oficial
596,Saint-Georges,GD,79.52,light rain,12.0564,-61.7485,Radisson Grenada Beach Resort
598,Dawlatabad,AF,67.78,clear sky,36.4141,64.9053,WASIM ASGAR KHAN
600,Mayo,US,51.94,clear sky,38.8876,-76.5119,Resorts Resource Group International
601,Fougamou,GA,84.22,light rain,-1.2154,10.5838,Résidence d'Hôtes Bapedy
603,Dondo,MZ,82.36,light rain,-19.6094,34.7431,Pensao Casual
604,San Ramon,US,55.36,clear sky,37.7799,-121.978,San Ramon Marriott
605,Silvan,TR,53.89,broken clouds,38.1419,41.0081,Silvan Grand Otel
606,Nador,MA,68.25,clear sky,35.174,-2.9287,Hôtel La Giralda
607,Margate,GB,54.1,light rain,51.3813,1.3862,Premier Inn Margate hotel
609,Narasannapeta,IN,71.74,few clouds,18.4167,84.05,AVK events and catering
610,Sambo Creek,HN,71.87,scattered clouds,15.8167,-86.6833,Casa hermana victoriana
611,Kafanchan,NG,89.13,overcast clouds,9.5833,8.3,Sir Joe guest Inn
613,Chicama,PE,63.14,broken clouds,-7.8447,-79.1469,Balihai Bungalows
614,Labrea,BR,74.82,moderate rain,-7.2586,-64.7981,Hotel Novo Horizonte
616,Ballina,AU,70.83,overcast clouds,-28.8667,153.5667,Ramada Hotel & Suites by Wyndham Ballina Byron
617,Daru,PG,80.33,overcast clouds,-9.0763,143.2092,Daru Lodge
618,Puerto Carreno,CO,77.16,overcast clouds,6.189,-67.4859,Casa Hotel Victoria
619,Antofagasta,CL,63.68,broken clouds,-23.65,-70.4,"Holiday Inn Express Antofagasta, an IHG Hotel"
623,Labuhan,ID,80.44,broken clouds,-6.8844,112.2051,DoubleFAG
624,Goundam,ML,85.95,overcast clouds,16.4145,-3.6708,
626,Aberdeen,GB,51.49,broken clouds,57.1437,-2.0981,Premier Inn Aberdeen City Centre hotel
627,Coruripe,BR,84.36,scattered clouds,-10.1256,-36.1756,Pousada e Hotel Litoral Sul
628,Kidal,ML,85.01,scattered clouds,18.4411,1.4078,
632,Chur,CH,52.05,scattered clouds,46.8499,9.5329,Central Hotel Post Chur
633,Matadi,CD,77.41,light rain,-5.8167,13.45,Hotel Vivi Palace
634,Khao Wong,TH,78.48,scattered clouds,16.7001,104.0902,ลำน้ำยังรีสอร์ท
635,Uaua,BR,79.63,heavy intensity rain,-9.8414,-39.4817,Hotel Uauá
636,Denpasar,ID,80.26,few clouds,-8.65,115.2167,OYO 3156 Hotel Warta Dua
638,Amapa,BR,81.91,overcast clouds,1.0,-52.0,
639,Atlantic Beach,US,71.85,clear sky,30.3344,-81.3987,One Ocean Resort & Spa
640,Niquelandia,BR,75.47,overcast clouds,-14.4739,-48.4597,Hotel Suinã
641,Macrohon,PH,81.09,broken clouds,10.0797,124.9431,Banahaw Creek
642,Ca Mau,VN,76.95,broken clouds,9.1769,105.15,Mường Thanh Luxury Cà Mau Hotel
643,Viedma,AR,72.12,light rain,-40.8135,-62.9967,Hotel Cristal
646,Tautira,PF,76.69,scattered clouds,-17.7333,-149.15,Pension Oaoa
647,Nanakuli,US,69.75,clear sky,21.3906,-158.1547,Camp Pālehua
648,Acatic,MX,53.74,clear sky,20.7833,-102.8833,Hacienda La Loma
649,Bougouni,ML,91.72,overcast clouds,11.417,-7.479,Non Stop
650,Ugoofaaru,MV,81.43,broken clouds,5.6667,73.0,Ungoofaaru Inn
653,Montbrison,FR,50.34,overcast clouds,45.6667,4.0833,Hostellerie Du Matin Calme Hôtel à Montbrison
654,Rio Gallegos,AR,51.85,clear sky,-51.6226,-69.2181,Hotel Santa Cruz
655,Saint-Pierre,RE,82.18,clear sky,-21.3393,55.4781,Alize Plage
656,Quelimane,MZ,89.55,scattered clouds,-17.8786,36.8883,Hotel Flamingo
657,Bambanglipuro,ID,76.03,moderate rain,-7.95,110.2833,Puri Brata
659,Alice Springs,AU,76.55,overcast clouds,-23.7,133.8833,Desert Palms Alice Springs
661,Lingao,CN,78.08,few clouds,19.9103,109.6859,Lingao Ditai Inn
662,Malakal,SS,95.43,overcast clouds,9.5334,31.6605,Nile Palace Hotel
665,Harper,LR,83.68,clear sky,4.375,-7.7169,Screensaver
668,Tomatlan,MX,66.2,scattered clouds,19.9333,-105.25,El Salvial
669,Eseka,CM,81.79,light rain,3.65,10.7667,Complexe Hotelier Ndjiki Mpeck Eseka II
670,Zarand,IR,65.73,clear sky,30.8127,56.564,مهمانسرای فناپ
671,Tarabha,IN,68.81,clear sky,20.7333,83.65,Saroj Kumbhar Residence
672,San Pedro,PH,82.35,few clouds,14.35,121.0167,Palines Apartment and Guesthouse
676,Shahpur,IN,84.16,clear sky,16.7,76.8333,Basava Gobi
679,Adrar,MR,82.36,clear sky,20.5022,-10.0711,
680,Kuliyapitiya,LK,79.03,overcast clouds,7.4688,80.0401,Rest House
681,Najran,SA,75.29,overcast clouds,17.4924,44.1277,محمد هادي ال فطيح
684,Nuevitas,CU,73.6,few clouds,21.5453,-77.2644,Hotel Caonaba
686,Makokou,GA,77.85,overcast clouds,0.5738,12.8642,Hôtel Arizona
688,Rivera,UY,75.47,clear sky,-30.9053,-55.5508,Emirates Hotel e Suítes
690,Northam,GB,52.39,overcast clouds,51.0333,-4.2167,Durrant House Hotel
691,Santa Marta,CO,79.9,few clouds,11.2408,-74.199,Hotel La Ballena Azul
692,Muisne,EC,73.42,overcast clouds,0.6,-80.0333,Quinta Samay
694,Neiafu,TO,77.68,few clouds,-18.65,-173.9833,Mystic Sands Beachfront Accommodation
696,Bulungu,CD,78.15,overcast clouds,-4.55,18.6,Maison MC Michel
698,Katsuura,JP,58.51,overcast clouds,35.1333,140.3,Katsuura Hotel Mikazuki
699,Galle,LK,80.46,broken clouds,6.0367,80.217,Amangalla
701,San Juan Del Sur,NI,75.42,broken clouds,11.2529,-85.8705,Nuestra Casa
702,Emerald,AU,70.34,overcast clouds,-23.5333,148.1667,Emerald Inn
704,Buraydah,SA,83.55,scattered clouds,26.326,43.975,Mövenpick Qassim
707,San Jose,US,56.86,clear sky,37.3394,-121.895,The Westin San Jose
709,Sai Buri,TH,79.97,few clouds,6.7013,101.6168,สวนป่ารีสอร์ท
711,Bubaque,GW,81.12,overcast clouds,11.2833,-15.8333,"Casa Dora, Bubaque"
716,Balma,FR,56.68,clear sky,43.6111,1.4994,Villa Ivoire
717,Manggar,ID,80.76,overcast clouds,-2.8833,108.2667,Guest Hotel
720,Cabedelo,BR,83.07,overcast clouds,-6.9811,-34.8339,Pousada Camboinha
